date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:07:05	76555/76555	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Aug%202022%2002:45:14%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-25-at-10.12.03.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-25-at-10.12.03.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:06	940278/940278	---M--	200	added ('OK')	image/jpeg	date:Tue,%2023%20Aug%202022%2015:00:39%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/GKP_0117-scaled.jpg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/GKP_0117-scaled.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:06	434864/434864	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:30%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41-1.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41-1.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:06	439548/439548	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:31%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41-2.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41-2.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:06	16397/16397	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/css/wdp.css?ver=3.0.11	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/css/wdp9b4a.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:06	10407/10407	---M-Z	200	added ('OK')	text/css	date:Thu,%2025%20Aug%202022%2007:40:54%20GMT	https://swalapatra.com/wp-content/plugins/weddingpress/assets/css/guest-book.css?ver=3.0.11	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/weddingpress/assets/css/guest-book9b4a.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:07	57912/57912	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2003:07:24%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:07	669/669	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2003:07:24%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:07	677/677	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2003:07:24%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:07	675/675	---M-Z	200	added ('OK')	text/css	date:Thu,%2017%20Jun%202021%2003:07:24%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:08	89684/89684	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2002%20Nov%202022%2012:35:05%20GMT	https://swalapatra.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:08	11224/11224	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2018%20Nov%202020%2007:36:06%20GMT	https://swalapatra.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:08	5445/5445	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2001:55:37%20GMT	https://swalapatra.com/wp-content/uploads/2022/02/logo-undangan-online-bali-150x150.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/02/logo-undangan-online-bali-150x150.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:08	12684/12684	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2001:55:37%20GMT	https://swalapatra.com/wp-content/uploads/2022/02/logo-undangan-online-bali-300x300.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/02/logo-undangan-online-bali-300x300.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:08	1193/1193	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Aug%202022%2006:45:39%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/HD_transparent_picture.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/HD_transparent_picture.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:09	923/923	---M--	200	added ('OK')	image/png	date:Fri,%2007%20Dec%202018%2000:43:48%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder//assets/lib/vegas/overlays/00.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/overlays/00.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:09	56339/56339	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2006:07:09%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/overlays/.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/lib/vegas/overlays/.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:09	34671/34671	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Feb%202022%2010:07:13%20GMT	https://swalapatra.com/wp-content/uploads/2022/02/om-swastyastu.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/02/om-swastyastu.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:10	2019/2019	---M--	200	added ('OK')	image/png	date:Tue,%2023%20Aug%202022%2014:31:51%20GMT	https://swalapatra.com/wp-content/uploads/elementor/thumbs/tittle-section-ptowa0qo6t6sxcal3wh5a26qbs8y9kib54pegvxk52.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/elementor/thumbs/tittle-section-ptowa0qo6t6sxcal3wh5a26qbs8y9kib54pegvxk52.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:10	206367/206367	---M--	200	added ('OK')	image/png	date:Sat,%2030%20Apr%202022%2001:36:26%20GMT	https://swalapatra.com/wp-content/uploads/2022/04/Frame-Boho-Brown-Newest.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/04/Frame-Boho-Brown-Newest.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:10	11775/11775	---M-Z	200	added ('OK')	text/css	date:Sun,%2013%20Nov%202022%2006:59:50%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:10	433661/433661	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:34%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:11	308824/308824	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:35%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42-1.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42-1.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:11	341182/341182	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:36%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42-2.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42-2.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:11	304716/304716	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:38%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42-3.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42-3.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:11	399569/399569	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:39%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.42.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:12	281217/281217	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:40%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-1.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-1.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:12	410465/410465	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:45%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-5.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-5.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:12	375003/375003	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:48%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:12	489898/489898	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:50%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-2.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-2.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:12	458995/458995	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:54%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:13	425953/425953	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:33%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41-3.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.41-3.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:13	340130/340130	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:43%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-3.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-3.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:13	474355/474355	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:52%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-3.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-3.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:13	378921/378921	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:46%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-6.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.43-6.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:14	466881/466881	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:49%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-1.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-1.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:14	508870/508870	---M--	200	added ('OK')	image/jpeg	date:Wed,%2024%20Aug%202022%2023:36:53%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-4.jpeg	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/WhatsApp-Image-2022-08-24-at-15.44.44-4.jpg	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:14	13120/13120	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Aug%202022%2001:46:37%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/mw-150x150.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/mw-150x150.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2001%20Dec%202022%2006:07:15%20GMT	https://swalapatra.com/mega_wahyu/%22data:image/svg+xml,%3Csvg%20xmlns='http://www.w3.org/2000/svg'%20preserveAspectRatio='none'%20overflow='visible'%20height='100%'%20viewBox='0%200%2024%2024'%20fill='none'%20stroke='black'%20stroke-width='1'%20stroke-linecap='square'%20stroke-miterlimit='10'%3E%3Cpath%20d='M0,6c6,0,6,13,12,13S18,6,24,6'/%3E%3C/svg%3E%22	C:/My%20Web%20Sites/mepandess/swalapatra.com/mega_wahyu/_data_image/svg+xml,_svg%20xmlns='http_/www.w3.org/2000/svg'%20preserveAspectRatio='none'%20overflow='visib/__/svg__	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:15	56651/56651	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2001%20Dec%202022%2006:07:15%20GMT	https://swalapatra.com/mega_wahyu/%22data:image/svg+xml,%3Csvg%20xmlns=http:/www.w3.org/2000/svg%20preserveAspectRatio=none%20overflow=visible%20height=100%%20viewBox=0%200%2024%2024%20fill=none%20stroke=black%20stroke-width=1%20stroke-linecap=square%20stroke-miterlimit=10%3E%3Cpath%20d=M0,6c6,0,6,13,12,13S18,6,24,6/%3E%3C/svg%3E	C:/My%20Web%20Sites/mepandess/swalapatra.com/mega_wahyu/_data_image/svg+xml,_svg%20xmlns=http_/www.w3.org/2000/svg%20preserveAspectRatio=none%20overflow=visible%20h/__/svg_	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:15	215315/215315	---MCZ	200	added ('OK')	text/html	date:Thu,%2001%20Dec%202022%2006:07:15%20GMT	https://swalapatra.com/mega_wahyu/?post_id=16769&comments=33&get=0&order=DESC	C:/My%20Web%20Sites/mepandess/swalapatra.com/mega_wahyu/index3752.html	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:15	18831/18831	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Aug%202022%2002:21:13%20GMT	https://swalapatra.com/wp-content/uploads/2022/08/logo-undangan-online-bali-768x768-1-300x300.png	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/uploads/2022/08/logo-undangan-online-bali-768x768-1-300x300.png	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:15	18468/18468	---M-Z	200	added ('OK')	text/css	date:Tue,%2013%20Mar%202018%2004:48:42%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.8.1	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/animations/animations.min7e2e.css	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:15	50765/50765	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2021%20Sep%202022%2022:49:40%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/eae.min.js?ver=1.11.16	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/eae.min8392.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:15	15055/15055	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2007%20Jan%202021%2009:38:58%20GMT	https://swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=1.0	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min5152.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:16	2267/2267	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2030%20Aug%202020%2019:41:36%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/animated-main.min.js?ver=1.0	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/animated-main.min5152.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
14:07:16	22712/22712	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2030%20Aug%202020%2019:41:36%20GMT	https://swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min.js?ver=2.0.0	C:/My%20Web%20Sites/mepandess/swalapatra.com/wp-content/plugins/addon-elements-for-elementor-page-builder/assets/js/particles.min001e.js	(from https://swalapatra.com/mega_wahyu/?to=Krisna)
